28,5,13,69,11,445,27,184,187,91,20,33,19,139,21,13,81,55,451,25
93,57,240,25,98,10,96,13,36,64,6,40,45,62,104,21,3,5,151,5
25,40,12,45,26,332,15,31,7,43,34,45,8,161,12,126,9,34,8,21
80,180,41,24,20,88,40,34,17,5,42,15,43,40,8,2,29,51,34,52
43,95,13,111,43,65,29,87,156,10,115,14,32,18,30,14,4,17,12,44
